Lable,AccX1,AccY1,AccZ1,GyrX1,GyrY1,GyrZ1,AccX2,AccY2,AccZ2,GyrX2,GyrY2,GyrZ2,AccX3,AccY3,AccZ3,GyrX3,GyrY3,GyrZ3,AccX4,AccY4,AccZ4,GyrX4,GyrY4,GyrZ4,AccX5,AccY5,AccZ5,GyrX5,GyrY5,GyrZ5,AccX6,AccY6,AccZ6,GyrX6,GyrY6,GyrZ6,AccX7,AccY7,AccZ7,GyrX7,GyrY7,GyrZ7,AccX8,AccY8,AccZ8,GyrX8,GyrY8,GyrZ8,AccX9,AccY9,AccZ9,GyrX9,GyrY9,GyrZ9,AccX10,AccY10,AccZ10,GyrX10,GyrY10,GyrZ10,AccX11,AccY11,AccZ11,GyrX11,GyrY11,GyrZ11,AccX12,AccY12,AccZ12,GyrX12,GyrY12,GyrZ12,AccX13,AccY13,AccZ13,GyrX13,GyrY13,GyrZ13,AccX14,AccY14,AccZ14,GyrX14,GyrY14,GyrZ14,AccX15,AccY15,AccZ15,GyrX15,GyrY15,GyrZ15,AccX16,AccY16,AccZ16,GyrX16,GyrY16,GyrZ16
UP,0.68093383,0.7237354,0.22957198,0.37238285,0.04785643,0.23529412,0.7470817,0.922179,0.15175097,0.40528414,0.3429711,0.35892323,0.7392996,0.94163424,0.20622568,0.21485543,0.5982054,0.47058824,0.74319065,1.0,0.28793773,0.17896311,0.8100698,0.6335992,0.68871593,0.8404669,0.44357976,0.12512463,0.9685942,0.79461616,0.6225681,0.6536965,0.53696495,0.121635094,1.0,0.9386839,0.5486381,0.42801556,0.6575875,0.054336987,0.9860419,0.96011966,0.47081712,0.24902724,0.7548638,0.07328016,0.8703888,0.89082754,0.4007782,0.031128405,0.91050583,0.18843469,0.6241276,0.62612164,0.42023346,0.0,0.91828793,0.27866402,0.29361916,0.33848456,0.5019455,0.18677042,0.83657587,0.46809572,0.16151546,0.11764706,0.56031126,0.35019454,0.7392996,0.6161516,0.070289135,0.025423728,0.6264591,0.56031126,0.6225681,0.6415753,0.029910268,0.0,0.6381323,0.6692607,0.47470817,0.5578265,0.113659024,0.11216351,0.6031128,0.7859922,0.4319066,0.5762712,0.29661018,0.22731805,0.57587546,0.7003891,0.46692607,0.49202392,0.3464606,0.33000997
UP,0.7714286,0.8333333,0.5,0.29617664,0.4178783,0.44426495,0.73333335,0.81904763,0.552381,0.27625203,0.42380184,0.4367259,0.71428573,0.74285716,0.60952383,0.24555735,0.39149165,0.39364567,0.6761905,0.6857143,0.5761905,0.1825525,0.31771675,0.31340873,0.67142856,0.66190475,0.5285714,0.15885837,0.25686592,0.22024772,0.64285713,0.65238094,0.4857143,0.17070544,0.24394184,0.14378029,0.6142857,0.7619048,0.43809524,0.3123317,0.31825525,0.15131932,0.5952381,1.0,0.30952382,0.4340334,0.46742058,0.38664514,0.5809524,0.95238096,0.3809524,0.2353258,0.6698977,0.7329025,0.52380955,0.6571429,0.51428574,0.2864836,0.7829833,0.9434572,0.5285714,0.4857143,0.6238095,0.30533117,0.82337105,1.0,0.5809524,0.2904762,0.7,0.08185245,0.74151856,0.9499192,0.5809524,0.00952381,0.82857144,0.0,0.61120087,0.7329025,0.53809524,0.0,0.85238093,0.26117393,0.42703286,0.46203554,0.4857143,0.071428575,0.83809525,0.3828756,0.30963922,0.28432956,0.47619048,0.23333333,0.7714286,0.41303176,0.22563274,0.14431879
UP,0.53968257,1.0,0.015873017,0.8790787,0.15355086,0.0,0.44444445,0.6825397,0.0,1.0,0.40307102,0.41458732,0.44444445,0.6825397,0.06349207,0.6756238,0.56238,0.32053742,0.3809524,0.61904764,0.20634921,0.6890595,0.6257198,0.7274472,0.33333334,0.23809524,0.46031746,0.88675624,0.7082534,0.67178506,0.31746033,0.52380955,0.44444445,0.66986567,0.59692895,0.5777351,0.3809524,0.44444445,0.50793654,0.3378119,0.53550863,0.6238004,0.36507937,0.3968254,0.44444445,0.45489442,0.53358924,0.58925146,0.36507937,0.3809524,0.3968254,0.38387716,0.5451056,0.57197696,0.36507937,0.36507937,0.3968254,0.4606526,0.56238,0.5681382,0.34920636,0.34920636,0.36507937,0.55086374,0.57581574,0.57389635,0.34920636,0.3809524,0.36507937,0.5815739,0.57389635,0.57581574,0.3809524,0.36507937,0.3809524,0.5796545,0.5777351,0.5777351,0.36507937,0.3809524,0.3809524,0.5642994,0.5700576,0.5834933,0.3809524,0.36507937,0.36507937,0.54894435,0.5681382,0.5796545,0.36507937,0.36507937,0.34920636,0.5642994,0.57197696,0.57581574
UP,0.4387755,0.2414966,0.61904764,0.66729414,0.272,0.046588235,0.35034013,0.31632653,0.42517006,0.72988236,0.09647059,0.0,0.39455783,0.4931973,0.33673468,0.58447057,0.07058824,0.009411764,0.4489796,0.6802721,0.27891156,0.5872941,0.1797647,0.099764705,0.45918366,0.8707483,0.18707483,0.48329413,0.28376472,0.28894117,0.50340134,0.9557823,0.15306123,0.22211765,0.448,0.56094116,0.6394558,1.0,0.3197279,0.14164706,0.6969412,0.77082354,0.60544217,0.7789116,0.41156462,0.111058824,0.7647059,0.95529413,0.5578231,0.54761904,0.4931973,0.08705882,0.7054118,1.0,0.5408163,0.3537415,0.53061223,0.041882355,0.6409412,0.92188233,0.46258503,0.18707483,0.54761904,0.095529415,0.56282353,0.83435297,0.4047619,0.037414964,0.59183675,0.14164706,0.49882352,0.67247057,0.36734694,0.0,0.6020408,0.31294116,0.42682353,0.48,0.36394557,0.09863946,0.56122446,0.38870588,0.37176472,0.31905884,0.40136054,0.17687075,0.53741497,0.42164707,0.31529412,0.23623529,0.414966,0.25170067,0.5102041,0.50541174,0.28047058,0.12470588
UP,0.6168224,0.8130841,0.31308413,0.25987408,0.36863193,0.32054952,0.6728972,0.8411215,0.30373833,0.4127075,0.50200343,0.39668003,0.7009346,1.0,0.20560747,0.44419003,0.6754436,0.60732687,0.635514,0.80841124,0.3317757,0.3440183,0.85975957,0.8042358,0.57009345,0.6869159,0.36915886,0.28162566,0.930166,0.93989694,0.55140185,0.48598132,0.50934577,0.20606755,0.9358901,1.0,0.44859812,0.2990654,0.57009345,0.03720664,0.8546079,0.95592445,0.36915886,0.0,0.7990654,0.0,0.7258157,0.7853463,0.41121495,0.06542056,0.75233644,0.10761305,0.5163137,0.62564397,0.39252338,0.06542056,0.78504676,0.2730395,0.36462507,0.476245,0.39719626,0.023364486,0.7383177,0.49284488,0.2381225,0.39210075,0.41121495,0.21495327,0.6588785,0.66742986,0.22037779,0.27590156,0.43457943,0.40186915,0.54672897,0.75386375,0.22323984,0.18832284,0.42523363,0.5,0.50934577,0.7578706,0.22610189,0.1219233,0.46728972,0.60747665,0.41121495,0.5872925,0.24441901,0.14481969,0.47663552,0.7616823,0.37850466,0.5060103,0.3314253,0.21465369
UP,0.70731705,0.5609756,0.6097561,0.3508772,0.36842105,0.42424244,0.58536583,1.0,0.58536583,0.4800638,0.3524721,0.26794258,0.63414633,0.68292683,0.68292683,0.34290272,0.2982456,0.33811802,0.73170733,0.73170733,0.68292683,0.28389156,0.32216907,0.28867623,0.70731705,0.6585366,0.68292683,0.25039873,0.32057416,0.31738436,0.75609756,0.73170733,0.5609756,0.26953748,0.3094099,0.32216907,0.68292683,0.63414633,0.63414633,0.28708133,0.3030303,0.37799042,0.70731705,0.70731705,0.63414633,0.2647528,0.3524721,0.41148326,0.6097561,0.6585366,0.6585366,0.097288676,0.36044657,0.41467306,0.63414633,0.6097561,0.68292683,0.0,0.37001595,0.07814992,0.7804878,0.63414633,0.5609756,0.36842105,0.40350878,0.20733653,0.68292683,0.7804878,0.36585367,0.3141946,0.3875598,0.24720894,0.6097561,0.80487806,0.31707317,0.11323764,0.28867623,0.32535884,0.75609756,0.4878049,0.36585367,0.3859649,0.19138756,0.5151515,0.4878049,0.34146342,0.07317073,0.23125997,0.1275917,1.0,0.0,0.0,0.4390244,0.15311004,0.18660288,0.94896334
UP,0.502809,0.6741573,0.4494382,0.38073394,0.28309307,0.048820447,0.4494382,0.76404494,0.42977527,0.36500657,0.2791612,0.19266056,0.5533708,0.8455056,0.5224719,0.36664483,0.32241154,0.45838794,0.60955054,1.0,0.44662923,0.26277852,0.3574705,0.81094366,0.6207865,0.78370786,0.497191,0.0022935779,0.46461338,0.97673655,0.5477528,0.49438202,0.5168539,0.155308,0.49868938,1.0,0.53089887,0.36235955,0.5,0.08093054,0.43250328,0.93479687,0.48876405,0.123595506,0.5505618,0.0,0.36435124,0.8469856,0.43820226,0.0,0.5898876,0.061926607,0.31651375,0.67988205,0.39325842,0.050561797,0.5758427,0.38564876,0.29226735,0.38335517,0.3764045,0.24438202,0.5252809,0.4344692,0.27293578,0.19528179,0.3735955,0.41573033,0.505618,0.5190039,0.2676933,0.110747054,0.41853932,0.56179774,0.44101125,0.4587156,0.28505898,0.07306684,0.47191012,0.5983146,0.4213483,0.46952817,0.33322412,0.049803406,0.505618,0.5758427,0.4241573,0.3525557,0.31585845,0.10419397,0.50842696,0.57865167,0.44382024,0.37876803,0.3099607,0.16349934
UP,0.74568963,0.91810346,0.21551724,0.2728273,0.28547856,0.3091309,0.79741377,0.92241377,0.2801724,0.25412542,0.42574257,0.3041804,0.76724136,1.0,0.29310346,0.2970297,0.54730475,0.41364136,0.8362069,1.0,0.34051725,0.21397139,0.6809681,0.6320132,0.67672414,0.7887931,0.39655173,0.051155116,0.8531353,0.90539056,0.6508621,0.5,0.6163793,0.0,0.98349833,0.99559957,0.64224136,0.35344827,0.6939655,0.13036303,0.97744775,1.0,0.5862069,0.14655173,0.8534483,0.12706271,0.8883388,0.8360836,0.42672414,0.0,0.9310345,0.24807481,0.62431246,0.59515953,0.54310346,0.1336207,0.92672414,0.4147415,0.3630363,0.31683168,0.54310346,0.30603448,0.75,0.5445545,0.23322332,0.19471948,0.50431037,0.44827586,0.62931037,0.3888889,0.19966997,0.17546755,0.4827586,0.4698276,0.57758623,0.49724972,0.22607261,0.2040704,0.47844827,0.57758623,0.5258621,0.49394938,0.32013202,0.23487349,0.43534482,0.6034483,0.44396552,0.45049506,0.33608362,0.29757977,0.43965518,0.5905172,0.48706895,0.41639164,0.34983498,0.36963695
UP,0.40092167,0.33640552,0.6543779,0.6534974,0.0,0.02849741,0.4608295,0.49769586,0.50230414,0.6651554,0.0012953368,0.12305699,0.62211984,0.640553,0.41935483,0.5362694,0.10168394,0.24417098,0.7327189,0.7741935,0.35023043,0.4507772,0.24158031,0.37370467,0.84792626,0.97235024,0.24884793,0.20336787,0.36204663,0.4650259,0.8156682,0.9447005,0.2718894,0.16126943,0.45595855,0.4915803,0.8248848,0.95852536,0.30414745,0.22474094,0.5731865,0.5369171,0.77880186,1.0,0.2857143,0.103626944,0.748057,0.74935234,0.7050691,0.7096774,0.3824885,0.08095855,0.91709846,0.87759066,0.59447,0.50691247,0.5253456,0.19300517,1.0,0.9138601,0.6082949,0.41474655,0.5437788,0.06411917,0.9967617,0.9488342,0.516129,0.20276497,0.7281106,0.0058290157,0.94948184,0.8503886,0.40092167,0.0,0.875576,0.15673575,0.7376943,0.59067357,0.3548387,0.17050691,0.78341013,0.26943004,0.4799223,0.48510364,0.3548387,0.2580645,0.71428573,0.29145077,0.33937824,0.4533679,0.29493088,0.23963134,0.7096774,0.41774613,0.26360103,0.43782383
UP,0.0,0.42168674,0.4698795,0.84287614,0.07456724,0.4460719,0.15662651,0.5060241,0.45783132,0.94141144,0.10252996,0.18641812,0.31325302,0.78313255,0.28915662,0.8348868,0.17310253,0.08255659,0.4698795,0.97590363,0.21686748,0.747004,0.26764315,0.061251663,0.55421686,0.939759,0.33734939,1.0,0.3408788,0.05725699,0.61445785,0.8915663,0.45783132,0.7962716,0.38082558,0.13715047,0.56626505,1.0,0.43373495,0.5818908,0.3954727,0.30093208,0.5421687,0.79518074,0.5421687,0.4966711,0.34886816,0.39147803,0.55421686,0.73493975,0.5903614,0.5565912,0.34753662,0.35818908,0.55421686,0.67469877,0.55421686,0.43142477,0.3382157,0.3541944,0.5903614,0.6987952,0.5301205,0.424767,0.35019973,0.3408788,0.61445785,0.67469877,0.5301205,0.42343542,0.38748336,0.3355526,0.6385542,0.7108434,0.5180723,0.33155793,0.41944075,0.34354195,0.62650603,0.6626506,0.5421687,0.0,0.42609853,0.38482025,0.6385542,0.5180723,0.5903614,0.08388815,0.45938748,0.38748336,0.6626506,0.5421687,0.56626505,0.41944075,0.5419441,0.4620506
