Lable;AccX1;AccY1;AccZ1;GyrX1;GyrY1;GyrZ1;AccX2;AccY2;AccZ2;GyrX2;GyrY2;GyrZ2;AccX3;AccY3;AccZ3;GyrX3;GyrY3;GyrZ3;AccX4;AccY4;AccZ4;GyrX4;GyrY4;GyrZ4;AccX5;AccY5;AccZ5;GyrX5;GyrY5;GyrZ5;AccX6;AccY6;AccZ6;GyrX6;GyrY6;GyrZ6;AccX7;AccY7;AccZ7;GyrX7;GyrY7;GyrZ7;AccX8;AccY8;AccZ8;GyrX8;GyrY8;GyrZ8;AccX9;AccY9;AccZ9;GyrX9;GyrY9;GyrZ9;AccX10;AccY10;AccZ10;GyrX10;GyrY10;GyrZ10;AccX11;AccY11;AccZ11;GyrX11;GyrY11;GyrZ11;AccX12;AccY12;AccZ12;GyrX12;GyrY12;GyrZ12;AccX13;AccY13;AccZ13;GyrX13;GyrY13;GyrZ13;AccX14;AccY14;AccZ14;GyrX14;GyrY14;GyrZ14;AccX15;AccY15;AccZ15;GyrX15;GyrY15;GyrZ15;AccX16;AccY16;AccZ16;GyrX16;GyrY16;GyrZ16;
LEFT;0.18709677;0.9483871;0.09677419;0.4181919;0.49195784;0.5335552;0.12258065;1.0;0.025806451;0.27287853;0.6849695;0.74819744;0.16129032;0.8451613;0.058064517;0.1619523;0.80698836;0.9184692;0.19354838;0.61935484;0.14838709;0.21963394;0.9556295;0.9961176;0.18064517;0.4516129;0.31612903;0.21686079;1.0;0.9822518;0.13548388;0.090322584;0.46451613;0.20743206;0.8580144;0.8790904;0.22580644;0.012903226;0.59354836;0.348863;0.60288405;0.61064893;0.42580646;0.0;0.716129;0.41430947;0.38047698;0.34553522;0.47096774;0.13548388;0.61290324;0.26788685;0.13810316;0.17359956;0.59354836;0.13548388;0.59354836;0.33887964;0.0338325;0.09151414;0.63225806;0.22580644;0.52903223;0.4714365;0.0;0.026067665;0.6516129;0.28387097;0.41935483;0.43871325;0.018302828;0.10094287;0.38709676;0.4;0.30967742;0.49084857;0.1386578;0.21575153;0.42580646;0.4;0.29032257;0.54132;0.2651137;0.327787;0.47741935;0.4516129;0.23870967;0.4608985;0.3471991;0.41098168;0.38709676;0.4516129;0.2516129;0.3810316;0.42817527;0.47975597
LEFT;0.10559006;0.5217391;0.29813665;0.49567366;0.98599094;0.79151213;0.049689442;0.3167702;0.54658383;0.3798929;1.0;0.80057687;0.13664596;0.0;0.68944097;0.21631645;0.684384;0.6868562;0.41614908;0.024844721;0.7515528;0.24227442;0.41120726;0.50473833;0.63975155;0.024844721;0.7763975;0.23856613;0.20107128;0.3893696;0.76397514;0.26086956;0.65217394;0.30449113;0.031726412;0.289658;0.88819873;0.14285715;0.68944097;0.5776679;0.0;0.21096003;1.0;0.45341614;0.55279505;0.6229913;0.15986815;0.22002472;0.7453416;0.5341615;0.5031056;0.65842605;0.29789865;0.3341574;0.63975155;0.59006214;0.46583852;0.6596621;0.41985992;0.40379068;0.57763976;0.39130434;0.48447204;0.6328801;0.5059745;0.473424;0.6086956;0.51552796;0.3043478;0.51133084;0.5249279;0.4960857;0.4409938;0.4037267;0.41614908;0.6028018;0.5554182;0.5092707;0.46583852;0.41614908;0.44720498;0.5236918;0.52657604;0.4894932;0.44720498;0.4099379;0.45341614;0.54511744;0.51380306;0.48207664;0.47826087;0.39130434;0.47204968;0.5232798;0.49649772;0.4680676
LEFT;0.23602484;0.757764;0.39751554;0.38617402;1.0;0.95411205;0.27329192;0.72670805;0.42236024;0.36233613;0.966031;0.98033375;0.32298136;0.55279505;0.5590062;0.4010727;0.9523242;1.0;0.25465837;0.27329192;0.72670805;0.2580453;0.72765195;0.86889154;0.39130434;0.0;0.8509317;0.25983313;0.37306318;0.5363528;0.6956522;0.26708075;0.7204969;0.23539929;0.1954708;0.30393326;0.8136646;0.099378884;0.8819876;0.4034565;0.12395709;0.20023838;0.9254658;0.27329192;0.7453416;0.30274135;0.0;0.15137067;1.0;0.29192546;0.67701864;0.4147795;0.047079857;0.19725864;0.9006211;0.5031056;0.621118;0.6460072;0.20321812;0.2717521;0.8198758;0.39130434;0.70186335;0.738975;0.32419547;0.33551848;0.73913044;0.5838509;0.50931674;0.6728248;0.38200238;0.38617402;0.66459626;0.48447204;0.5217391;0.71454114;0.44815257;0.41418356;0.59006214;0.5652174;0.54037267;0.6722289;0.5238379;0.4034565;0.66459626;0.5279503;0.49068323;0.50595945;0.5220501;0.4046484;0.60248446;0.54658383;0.48447204;0.5750894;0.5512515;0.43027413
LEFT;0.36090225;0.88721806;0.45112783;0.39801773;0.45696402;0.523735;0.31578946;0.9699248;0.45864663;0.32603025;0.39958268;0.5279082;0.35338345;0.87969923;0.46616542;0.35367763;0.39488783;0.5586854;0.33082706;0.94736844;0.24812031;0.33385497;0.48826292;0.6567553;0.21804512;0.8947368;0.24812031;0.4246218;0.685446;0.7934272;0.09774436;0.7894737;0.16541353;0.40114763;0.8325509;0.89462703;0.11278196;0.7368421;0.067669176;0.3933229;0.9040167;0.943662;0.10526316;0.48120302;0.32330826;0.41627544;1.0;0.9838289;0.0;0.2857143;0.48872182;0.2597809;0.9744392;0.90558165;0.05263158;0.2631579;0.56390977;0.17944705;0.71935314;0.76212835;0.48120302;0.12781955;0.7593985;0.34220135;0.48774126;0.5633803;0.6315789;0.007518797;0.96240604;0.36619717;0.3437663;0.4105373;0.69924814;0.2556391;0.7819549;0.35211268;0.12467397;0.2535211;0.94736844;0.05263158;0.8947368;0.49713093;0.0;0.16953573;1.0;0.36842105;0.6466165;0.5279082;0.03651539;0.11476265;0.81954885;0.36842105;0.5864662;0.46426708;0.1304121;0.18153365
LEFT;0.13636364;0.97159094;0.24431819;0.4849438;0.6202247;0.62382025;0.028409092;1.0;0.14772727;0.33348316;0.6966292;0.80764043;0.011363637;0.92045456;0.1534091;0.29303372;0.8116854;0.9833708;0.056818184;0.60227275;0.25;0.21078652;0.86876404;1.0;0.1875;0.3693182;0.48863637;0.16044945;0.80089885;0.9011236;0.29545453;0.23295455;0.6193182;0.09662921;0.6044944;0.7186517;0.5568182;0.2215909;0.64204544;0.16853933;0.4139326;0.49213484;0.64204544;0.0;0.875;0.36269662;0.2058427;0.2588764;0.73295456;0.32386363;0.73295456;0.3141573;0.03505618;0.1469663;0.7613636;0.3181818;0.58522725;0.44898877;0.0;0.11460674;0.77840906;0.3693182;0.59090906;0.5716854;0.08089887;0.12674157;0.6875;0.38636363;0.60227275;0.48;0.14741573;0.19011235;0.59090906;0.65340906;0.3068182;0.37842697;0.21438202;0.28853932;0.5625;0.4375;0.4375;0.46831462;0.33213484;0.36719102;0.60227275;0.4034091;0.41477272;0.3235955;0.3797753;0.4022472;0.53977275;0.4318182;0.35227272;0.36629215;0.40898877;0.42561796
LEFT;0.39130434;0.8913044;0.38586956;0.57967913;0.65935826;0.8171123;0.35869566;0.92391306;0.36956522;0.43743315;0.757754;0.8459893;0.3152174;0.9293478;0.33695653;0.30855614;0.81122994;0.93048126;0.25;0.8152174;0.38043478;0.12032086;0.81390375;1.0;0.29347825;0.7336956;0.4076087;0.21336898;0.79946524;0.973262;0.375;0.48913044;0.65217394;0.3395722;0.78770053;0.9609626;0.3478261;0.51086956;0.6576087;0.0;0.6363636;0.8839572;0.5054348;0.0;0.8097826;0.3379679;0.4299465;0.702139;0.7119565;0.27173913;0.8097826;0.72459894;0.35080215;0.34385026;0.7880435;0.1521739;0.86413044;0.3631016;0.22459893;0.14919786;0.92391306;0.35326087;0.6576087;0.36898395;0.17058824;0.069518715;1.0;0.2228261;0.67391306;0.786631;0.23101604;0.07967915;0.88586956;0.59782606;0.54347825;0.46042782;0.40160426;0.09358289;0.76086956;0.38586956;0.57608694;0.33636364;0.51336896;0.31122994;0.7173913;0.42391303;0.57608694;0.6946524;0.6315508;0.46256685;0.61413044;0.5;0.54347825;0.53208554;0.6128342;0.49358287
LEFT;0.184;0.624;0.176;0.8985591;0.0;0.66801155;0.384;0.672;0.0;0.37925074;0.1925072;0.57636887;0.632;0.64;0.024;0.17348704;0.5072046;0.40230548;0.872;0.584;0.184;0.23573487;0.75677234;0.30605188;0.992;0.624;0.432;0.24092218;0.9112392;0.27896252;1.0;0.616;0.464;0.29971182;1.0;0.318732;0.88;0.616;0.576;0.4282421;0.88645536;0.35619596;0.728;0.704;0.68;0.5319885;0.80864555;0.44380403;0.64;0.712;0.696;0.48414984;0.80518734;0.50259364;0.576;0.672;0.712;0.4610951;0.7884726;0.55446684;0.488;0.6;0.704;0.3850144;0.7181556;0.5976945;0.456;0.512;0.752;0.4576369;0.7002882;0.62536025;0.408;0.48;0.752;0.38616714;0.6426513;0.6334294;0.344;0.456;0.6;0.3429395;0.59884727;0.61556196;0.384;0.352;0.704;0.42132565;0.56023055;0.6017291;0.288;0.4;0.664;0.562536;0.57060516;0.58386165
LEFT;0.625;0.4276316;0.0;0.029808775;0.31664792;0.29865018;0.7565789;0.49342105;0.1513158;0.11811024;0.6422947;0.03824522;0.94078946;0.59210527;0.23684211;0.3768279;0.9071991;0.0;1.0;0.6381579;0.55263156;0.46287963;1.0;0.13217098;0.7763158;0.6315789;0.55921054;0.43025872;0.85883015;0.24296963;0.70394737;0.6381579;0.625;0.52980876;0.74915636;0.31327334;0.57894737;0.65789473;0.6184211;0.5281215;0.6670416;0.42350957;0.57894737;0.59210527;0.6184211;0.3616423;0.5928009;0.4471316;0.53289473;0.5197368;0.6644737;0.5005624;0.6248594;0.42182228;0.48026314;0.57894737;0.6447368;0.47187853;0.61417323;0.4105737;0.46052632;0.5263158;0.6315789;0.5573678;0.67210346;0.40438694;0.4276316;0.6052632;0.5986842;0.53543305;0.7176603;0.38526434;0.44078946;0.6447368;0.65789473;0.44994375;0.65635544;0.39482564;0.3881579;0.6052632;0.65789473;0.24521935;0.5888639;0.47862768;0.3881579;0.7105263;0.6052632;0.10911136;0.5399325;0.5849269;0.3223684;0.47368422;0.7105263;0.12542182;0.38920134;0.68110234
LEFT;0.10619469;0.044247787;0.32743362;0.73463684;0.28142458;0.45251396;0.14159292;0.0;0.38938054;0.9134078;0.24790503;0.29469272;0.23893805;0.44247788;0.18584071;0.8680168;0.26675978;0.17178771;0.42477876;0.5132743;0.21238938;0.8310056;0.32891062;0.15363128;0.539823;0.49557522;0.34513274;1.0;0.4301676;0.2730447;0.50442475;0.123893805;0.5221239;0.99441344;0.39315644;0.32472068;0.34513274;0.5575221;0.57522124;0.9797486;0.25837988;0.32122904;0.3539823;0.34513274;0.6460177;0.6019553;0.19273743;0.32472068;0.46902654;0.5663717;0.4159292;0.5412011;0.25628492;0.34497207;0.4159292;0.7876106;0.31858408;0.26955307;0.29818437;0.3715084;0.31858408;1.0;0.19469027;0.06773743;0.3715084;0.46857542;0.40707964;0.6283186;0.21238938;0.0;0.54818434;0.52793294;0.44247788;0.8053097;0.22123894;0.23184358;0.64874303;0.55377096;0.38053098;0.74336284;0.38938054;0.39594972;0.6627095;0.57821226;0.32743362;0.71681416;0.43362832;0.39734638;0.60544693;0.6159218;0.32743362;0.6814159;0.40707964;0.3456704;0.551676;0.64385474
LEFT;0.68;0.0;0.712;0.4753138;0.590795;0.62343097;0.824;0.04;0.76;0.674477;0.33891213;0.22845188;0.976;0.296;0.632;0.7297071;0.24351464;0.0;1.0;0.52;0.496;0.7414226;0.26108786;0.009205021;0.88;0.632;0.528;0.832636;0.41589957;0.16066946;0.72;0.648;0.528;0.9748954;0.67698747;0.50794977;0.68;0.688;0.512;0.93389124;0.80167365;0.716318;0.552;0.648;0.488;1.0;0.87698746;0.84267783;0.52;0.608;0.56;0.9757322;0.883682;0.8677824;0.52;0.536;0.488;0.841841;0.8677824;0.86025107;0.52;0.512;0.44;0.7087866;0.8251046;0.80251044;0.52;0.456;0.496;0.758159;0.85271966;0.75062764;0.504;0.464;0.552;0.72384936;0.809205;0.73138076;0.536;0.392;0.552;0.6794979;0.7924686;0.7054393;0.52;0.416;0.52;0.66527194;0.7874477;0.70292884;0.52;0.384;0.48;0.6368201;0.81506276;0.7305439
LEFT;0.38297874;0.89361703;0.4574468;0.30263767;0.36418325;0.6173068;0.29787233;1.0;0.40957448;0.22489588;0.41739935;0.7811198;0.21276596;0.92021275;0.3776596;0.17677002;0.5053216;0.91763073;0.20744681;0.78723407;0.3776596;0.17445627;0.63026375;0.99167055;0.14361702;0.67021275;0.35106382;0.22813512;0.72882926;1.0;0.122340426;0.49468085;0.41489363;0.20638593;0.76122165;0.89865804;0.20744681;0.22340426;0.48404256;0.122165665;0.60157335;0.7251273;0.44148937;0.04255319;0.57978725;0.21980564;0.4312818;0.4720037;0.5531915;0.0;0.60638297;0.28227672;0.24895881;0.2346136;0.6648936;0.07446808;0.5744681;0.31790838;0.11476169;0.07450254;0.7765958;0.21276596;0.4787234;0.3475243;0.06200833;0.0;0.78723407;0.35106382;0.47340426;0.5497455;0.18093476;0.020360945;0.64361703;0.5638298;0.39893618;0.49236465;0.24895881;0.12077742;0.5159575;0.59574467;0.35638297;0.4349838;0.31466913;0.23692735;0.4680851;0.5265958;0.36702126;0.4386858;0.37158722;0.3229986;0.43085107;0.46276596;0.38297874;0.4595095;0.41045812;0.364646
LEFT;0.0;0.11851852;0.34814814;0.80338734;0.33726066;0.4904271;0.18518518;0.22962964;0.25925925;0.9145803;0.26141384;0.32547864;0.37777779;0.14074074;0.37777779;0.7592047;0.19734904;0.19440353;0.53333336;0.22962964;0.31851852;1.0;0.24226804;0.0832106;0.6296296;0.4;0.2888889;0.94403535;0.32768777;0.0;0.5407407;0.37037036;0.34074074;0.98821795;0.36745214;0.115611196;0.53333336;0.45925927;0.3037037;0.7974963;0.34536082;0.23932253;0.43703705;0.74814814;0.34074074;0.7592047;0.3851252;0.410162;0.36296296;0.8888889;0.2962963;0.55596465;0.44182622;0.60235643;0.32592592;1.0;0.42222223;0.37628865;0.48085418;0.76435935;0.4074074;0.95555556;0.43703705;0.11340206;0.46980855;0.89248896;0.31851852;0.88148147;0.38518518;0.13622975;0.5441826;0.93667156;0.2962963;0.7777778;0.2888889;0.06480118;0.59720176;0.8932253;0.23703703;0.73333335;0.28148147;0.22238587;0.72533137;0.93667156;0.14074074;0.6074074;0.22222222;0.20250368;0.8379971;0.9896907;0.05185185;0.45925927;0.23703703;0.16421208;0.83578795;0.994109
LEFT;1.0;0.30769232;0.32692307;0.9526938;0.25361368;0.0;0.61538464;0.5192308;0.21153846;0.86859393;0.44021025;0.30486202;0.5576923;0.34615386;0.07692308;0.8712221;0.60315377;0.5190539;0.44230768;0.46153846;0.0;0.95795006;0.74638635;0.6189225;0.28846154;0.48076922;0.13461539;0.911958;0.8370565;0.75032854;0.21153846;0.3653846;0.26923078;0.84231275;0.8607096;0.847569;0.23076923;0.25;0.28846154;0.8173456;0.88567674;0.9106439;0.1923077;0.23076923;0.21153846;0.88961893;0.8883049;0.892247;0.23076923;0.15384616;0.26923078;0.93429697;0.8764783;0.9159001;0.21153846;0.115384616;0.25;0.93823916;0.892247;0.9172142;0.28846154;0.07692308;0.23076923;0.95006573;0.9159001;0.9198423;0.26923078;0.13461539;0.21153846;1.0;0.9303548;0.9080158;0.26923078;0.17307693;0.25;0.9237845;0.9198423;0.913272;0.21153846;0.17307693;0.23076923;0.85808146;0.89487517;0.87779236;0.21153846;0.07692308;0.23076923;0.82260185;0.8567674;0.8081472;0.26923078;0.15384616;0.17307693;0.80946124;0.8370565;0.77398163
LEFT;0.46308726;0.95302016;0.59731543;0.6477833;0.6009852;0.8429803;0.3489933;0.9127517;0.5100671;0.5320197;0.6662561;0.95258623;0.25503355;0.8993289;0.38926175;0.44458127;0.7050493;1.0;0.17449665;0.82550335;0.295302;0.3294335;0.76293105;0.9698276;0.13422818;0.60402685;0.3557047;0.54002464;0.8442118;0.8897783;0.13422818;0.7718121;0.3691275;0.51662564;0.9304187;0.9698276;0.18791947;0.68456376;0.38926175;0.26970443;0.97906405;0.91133004;0.20134228;0.22818792;0.5033557;0.019704433;0.6465517;0.8054187;0.557047;0.060402684;0.6979866;0.24076355;0.5110837;0.614532;0.67785233;0.18791947;0.67785233;0.20566502;0.34236452;0.4562808;0.7852349;0.0;0.6510067;0.25800493;0.12007389;0.20073892;0.90604025;0.06711409;0.7114094;0.60899013;0.0;0.08990148;1.0;0.5033557;0.5771812;0.8460591;0.26477832;0.093596056;0.67785233;0.6107383;0.44295302;0.6995074;0.35591134;0.22413793;0.61744964;0.5503356;0.4362416;0.6859606;0.46120688;0.38300493;0.5637584;0.5167785;0.42281878;0.6213054;0.5301724;0.46182266
LEFT;0.45614034;0.7777778;0.4853801;0.6906907;0.61621624;0.58318317;0.30409357;0.94736844;0.47953215;0.55195194;0.62822825;0.67207205;0.19298245;1.0;0.3625731;0.35075074;0.612012;0.7747748;0.18128654;0.94152045;0.30994153;0.34534535;0.74714714;0.85045046;0.14035088;0.84210527;0.33918127;0.37597597;0.83243245;0.91351354;0.15789473;0.76023394;0.32748538;0.2762763;0.84324324;0.9915916;0.25146198;0.5263158;0.4269006;0.27387387;0.8948949;1.0;0.25146198;0.41520467;0.49122807;0.052852854;0.7585586;0.9129129;0.42105263;0.16374269;0.61988306;0.0;0.5081081;0.7267267;0.5906433;0.0;0.67836255;0.15135135;0.27567568;0.43843845;0.68421054;0.07017544;0.7076023;0.28648648;0.11411411;0.1921922;0.7719298;0.0877193;0.625731;0.47807807;0.01981982;0.071471475;0.86549705;0.22222222;0.57894737;0.6246246;0.093693696;0.0054054055;0.76023394;0.44444445;0.4269006;0.6024024;0.203003;0.057057057;0.6374269;0.5204678;0.39766082;0.6654655;0.3813814;0.22582583;0.5614035;0.50292397;0.41520467;0.6126126;0.48468468;0.36036035
