@relation train_6

@attribute Lable {UP,DOWN,RIGHT,LEFT,QW,AQW}
@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric

@data
UP,-8,-83,104,396,-487,-513,-26,-53,8,251,-1035,-758,-25,31,-122,621,-890,-523,3,139,-200,54,-255,-124,44,187,-137,-144,606,633,55,108,-49,-457,981,997,42,22,-2,-576,1224,1166,7,-85,53,-171,1305,904,-23,-132,105,203,976,540,-44,-96,132,185,325,-52,-32,-74,112,163,-327,-421,-24,22,56,-162,-691,-561,5,6,5,52,-655,-437,-3,43,-36,-87,-619,-277,9,4,-46,77,-309,-169,2,16,-38,-64,-141,-46
UP,-50,-15,87,-50,-1127,-543,-29,-34,-33,-105,-1331,-926,12,91,-194,53,-790,-559,73,107,-213,245,729,248,46,151,-120,-48,1371,1082,17,14,-10,-539,1432,1207,9,-58,63,-383,1232,906,-7,-111,111,19,855,534,-36,-98,141,137,339,46,-31,-70,109,126,-351,-284,-11,-20,51,-43,-682,-507,10,15,-12,68,-697,-398,4,27,-38,44,-504,-318,-5,31,-43,64,-259,-164,-6,5,-29,40,-97,-87,-5,10,-14,21,-1,-32
UP,-16,-8,59,126,-994,-461,-23,14,-52,-176,-1123,-459,-13,63,-163,-308,-650,-363,27,115,-190,10,369,69,50,118,-121,-90,1168,756,43,45,-35,-108,1535,1141,20,-59,66,-265,1463,984,-13,-111,118,-19,832,440,-29,-83,127,31,232,84,-30,-70,97,-117,-359,-166,-15,-31,51,-100,-617,-355,1,-19,9,67,-625,-450,-4,21,-25,180,-520,-452,-2,25,-37,218,-299,-306,-2,31,-39,-38,-179,-136,7,9,-22,94,-10,-29
UP,-30,-38,104,170,-683,-522,-32,-22,30,-12,-1349,-749,-15,49,-122,-158,-1314,-627,17,100,-222,108,-274,-105,49,153,-186,-211,987,629,42,87,-77,-311,1598,1156,36,-8,26,-470,1765,1235,-3,-118,112,-138,1373,854,-18,-120,154,176,614,288,-12,-95,152,11,-260,-231,-10,-38,83,256,-757,-524,-1,3,3,41,-829,-581,-9,35,-50,154,-571,-409,-4,39,-52,18,-331,-218,-1,16,-34,-62,-107,-58,2,3,-10,2,15,18
UP,-30,-52,105,135,-919,-634,-20,-13,-4,99,-1246,-780,-10,60,-153,-17,-959,-583,33,130,-212,117,215,122,37,141,-133,-318,1066,821,34,74,-32,-315,1385,1225,17,-30,33,-400,1449,1201,0,-120,97,80,1118,743,-23,-118,141,214,516,197,-28,-94,126,-53,-316,-375,-26,-34,64,144,-713,-656,-6,9,-14,-60,-734,-625,2,46,-38,178,-435,-354,-2,33,-36,-98,-308,-149,4,15,-20,-56,-143,4,-1,-5,-14,4,-32,34
UP,-18,-34,103,292,-511,-399,-15,-16,60,300,-1048,-551,-14,35,-99,-217,-1206,-469,11,70,-188,-216,-536,-258,30,126,-189,-210,375,242,50,100,-90,-269,1117,770,39,46,-24,-252,1509,1158,12,-62,47,-204,1571,999,-20,-114,99,81,1159,525,-33,-90,148,65,376,65,-31,-81,136,12,-457,-325,-15,-21,70,13,-876,-530,2,-7,-14,144,-783,-561,6,40,-61,-2,-499,-379,3,32,-48,99,-198,-195,2,18,-26,-46,-49,-14
UP,-19,-47,102,190,-683,-564,-28,-17,16,79,-1243,-754,-21,43,-109,66,-1165,-600,2,103,-198,50,-342,-126,43,146,-157,74,726,362,45,123,-96,-331,1294,948,43,37,-18,-388,1602,1322,-4,-67,40,-429,1430,1311,-25,-137,106,-114,1049,811,-34,-125,151,170,384,64,-20,-103,158,-111,-636,-459,10,-60,77,106,-1001,-795,15,17,-25,25,-921,-697,4,47,-72,501,-269,-464,-10,66,-58,132,-139,-215,-3,19,-21,-58,-23,-3
UP,-20,-15,101,716,-539,-285,-35,-6,39,163,-1136,-372,-31,47,-123,-138,-1074,-401,17,75,-210,-615,-300,-97,62,109,-179,-256,818,313,57,82,-67,-422,1273,737,34,-1,15,-322,1492,736,-22,-81,93,-150,1234,531,-42,-93,137,21,689,147,-36,-72,139,113,-3,-105,-2,-35,106,251,-470,-331,5,10,38,-95,-842,-301,12,8,-17,132,-668,-284,-4,36,-67,-137,-550,-150,1,-4,-58,295,-51,-102,-6,19,-33,-133,-2,39
UP,-40,-22,85,222,-1139,-547,-27,5,-59,-6,-1302,-549,-2,52,-185,30,-781,-297,58,127,-215,-128,425,268,55,101,-106,-225,1042,672,49,67,-38,-450,1321,941,13,-51,20,-287,1461,895,-11,-72,65,-135,1344,631,-43,-109,122,198,804,211,-45,-69,154,-15,-54,-231,-26,-53,118,42,-682,-436,6,-10,45,-79,-828,-471,4,15,-31,73,-720,-375,4,27,-48,221,-421,-275,0,27,-49,63,-246,-114,6,5,-27,93,2,0
UP,-36,-29,73,304,-905,-218,-48,3,-53,101,-1077,-433,-5,34,-178,-115,-418,-577,39,100,-186,-228,239,-269,76,124,-120,-519,908,422,45,64,-32,-287,1221,951,13,-29,42,-277,1394,973,-31,-109,108,144,1026,496,-29,-108,145,270,488,61,-24,-45,109,7,-210,-209,-21,6,63,40,-596,-464,-13,29,6,-53,-722,-418,-1,6,-21,125,-560,-334,2,15,-48,-119,-389,-102,2,2,-43,2,-134,-50,1,-3,-17,77,31,0
